State,StateFIPS,CountyFIPS,AreaName,income_001,incomeA_001,incomeB_001,incomeC_001,incomeD_001,incomeE_001,incomeF_001,incomeG_001,incomeH_001,incomeI_001
CO,08,097,"Pitkin County, Colorado",71196,71372,NA,86250,NA,.,NA,.,73504,35000
CO,08,099,"Prowers County, Colorado",40179,40260,.,NA,.,.,17750,45714,45665,28214
CO,08,101,"Pueblo County, Colorado",41286,43348,40104,34861,37931,.,28588,37115,47272,34013
CO,08,103,"Rio Blanco County, Colorado",61842,61118,.,76136,.,.,53654,138750,61533,53750
CO,08,105,"Rio Grande County, Colorado",39672,38786,145610,NA,.,.,47786,NA,41272,35776
CO,08,107,"Routt County, Colorado",64963,66137,.,.,NA,.,33125,NA,66086,55217
CO,08,109,"Saguache County, Colorado",33393,34086,.,25500,.,.,34191,NA,34918,31250
CO,08,111,"San Juan County, Colorado",36324,36379,.,.,.,.,.,.,38269,21250
CO,08,113,"San Miguel County, Colorado",56047,55135,.,NA,NA,.,NA,71625,55833,48750
CO,08,115,"Sedgwick County, Colorado",44191,46350,70192,.,41250,.,NA,14063,48594,30938
CO,08,117,"Summit County, Colorado",67983,71528,.,33958,2499,.,34250,46656,71938,41211
CO,08,119,"Teller County, Colorado",62372,62444,128750,.,92708,.,26250,NA,63185,42656
CO,08,121,"Washington County, Colorado",45541,45131,.,.,.,.,56042,.,45424,34091
CO,08,123,"Weld County, Colorado",60572,62265,37281,47670,70000,.,42917,45521,66866,43558
CO,08,125,"Yuma County, Colorado",43105,44702,.,.,.,.,NA,30000,46737,26250
CT,09,001,"Fairfield County, Connecticut",84233,94786,46418,43980,112109,48550,44737,61359,101473,47911
CT,09,003,"Hartford County, Connecticut",66395,73333,42966,26289,86310,50893,31464,50508,77781,34131
CT,09,005,"Litchfield County, Connecticut",72061,72584,64050,NA,73963,.,48627,61429,72695,60701
CT,09,007,"Middlesex County, Connecticut",79893,81748,50864,68274,105321,.,57955,84881,82115,61407
CT,09,009,"New Haven County, Connecticut",61640,68413,38667,41711,75756,.,31447,50797,72081,36393
CT,09,011,"New London County, Connecticut",66233,70299,45851,54753,69488,.,29860,53136,71442,35648
CT,09,013,"Tolland County, Connecticut",79626,80666,51968,NA,90176,.,48355,57417,81332,48113
CT,09,015,"Windham County, Connecticut",59392,60866,47056,55579,50938,.,33750,31013,61767,31520
DC,11,001,"District of Columbia, District of Columbia",70848,115890,40677,61985,83064,NA,47350,79124,119934,61087
DE,10,001,"Kent County, Delaware",54976,58299,48490,34177,48917,17273,36707,37409,58855,41556
DE,10,003,"New Castle County, Delaware",65476,71263,49681,47074,94421,NA,41037,53194,72487,47696
DE,10,005,"Sussex County, Delaware",53751,56665,36482,37411,97607,.,33033,41278,57356,38682
FL,12,001,"Alachua County, Florida",43073,50142,26561,31900,47236,36738,29406,33052,51740,32105
FL,12,003,"Baker County, Florida",47121,51751,30553,.,NA,.,.,21411,51774,100647
FL,12,005,"Bay County, Florida",47368,49175,33759,27721,42727,.,38929,43504,49670,42029
FL,12,007,"Bradford County, Florida",41606,48213,23355,.,.,.,.,11250,47583,53889
FL,12,009,"Brevard County, Florida",48925,50714,33027,54879,55728,88536,42917,48155,51189,42464
FL,12,011,"Broward County, Florida",51968,56399,42020,41408,63451,NA,50126,50912,58111,51620
FL,12,013,"Calhoun County, Florida",34510,35000,30000,55139,61750,.,.,31701,35288,NA
FL,12,015,"Charlotte County, Florida",44244,45107,32725,16429,48750,.,27426,40082,45750,27344
FL,12,017,"Citrus County, Florida",38312,38237,35171,34583,74141,.,NA,34630,38372,33650
FL,12,019,"Clay County, Florida",58290,59727,50825,55192,64081,54000,49779,44897,59734,58520
FL,12,021,"Collier County, Florida",57452,59387,32252,47364,60750,.,44074,66875,64531,40708
FL,12,023,"Columbia County, Florida",41926,44156,29569,34375,93750,.,18309,30250,44103,40239
FL,12,027,"DeSoto County, Florida",35165,36579,22205,22188,NA,.,38333,NA,38513,28697
FL,12,029,"Dixie County, Florida",36292,36789,21667,.,NA,.,.,42716,36190,NA
FL,12,031,"Duval County, Florida",47690,54477,33145,45795,68057,66591,40087,45029,55782,41265
FL,12,033,"Escambia County, Florida",45390,50794,30842,56161,40284,NA,31894,38825,51404,36743
FL,12,035,"Flagler County, Florida",47866,49324,35800,NA,63291,.,50216,32165,49383,47200
FL,12,037,"Franklin County, Florida",40401,40464,36917,27083,51917,.,.,.,40469,51250
FL,12,039,"Gadsden County, Florida",35567,48910,29784,.,32924,.,NA,31172,52380,29792
FL,12,041,"Gilchrist County, Florida",40623,40690,23750,23594,.,.,.,65500,40903,NA
FL,12,043,"Glades County, Florida",34877,34834,22841,85515,.,.,2499,63542,32922,36563
FL,12,045,"Gulf County, Florida",41788,44034,31556,.,.,.,.,NA,44754,29773
FL,12,047,"Hamilton County, Florida",35048,40971,20941,NA,.,.,NA,83438,41295,17292
FL,12,049,"Hardee County, Florida",35457,37104,26900,.,.,.,26169,21484,43704,30239
FL,12,051,"Hendry County, Florida",36771,40931,22298,27625,46042,.,34162,31141,48205,34684
FL,12,053,"Hernando County, Florida",40945,41559,26583,25139,44187,.,43051,35153,41531,41056
FL,12,055,"Highlands County, Florida",35093,36108,26045,8839,89583,NA,32680,37083,37369,26814
FL,12,057,"Hillsborough County, Florida",50579,54914,34587,50721,71675,42917,36296,46646,60521,39548
FL,12,059,"Holmes County, Florida",35020,35287,28750,NA,NA,.,.,NA,35420,10300
FL,12,061,"Indian River County, Florida",45798,47439,26746,NA,86410,.,38750,50500,48531,35382
FL,12,063,"Jackson County, Florida",35098,38721,24740,31528,NA,.,NA,60682,38861,26071
FL,12,065,"Jefferson County, Florida",43355,54559,23821,.,.,.,.,NA,54769,NA
FL,12,067,"Lafayette County, Florida",35864,40250,31657,.,.,.,28109,18333,42029,12071
FL,12,069,"Lake County, Florida",46403,47413,38742,34604,77563,22226,38625,52608,47786,42081
FL,12,071,"Lee County, Florida",48537,50195,34157,34750,47389,80875,34430,41300,52013,36948
FL,12,073,"Leon County, Florida",46745,56324,31270,27386,52020,.,35962,40633,57544,38282
FL,12,075,"Levy County, Florida",35782,36778,30750,NA,14250,.,73148,19792,37365,29163
FL,12,077,"Liberty County, Florida",39406,42766,26205,.,.,.,38421,.,42819,38421
FL,12,079,"Madison County, Florida",32164,38690,22361,.,NA,.,NA,45568,37446,60625
FL,12,081,"Manatee County, Florida",49675,51590,35425,53750,61650,.,28167,47083,53309,34849
FL,12,083,"Marion County, Florida",39459,40756,30245,NA,52821,.,31809,32420,41788,30966
FL,12,085,"Martin County, Florida",51593,53535,30564,45200,69009,.,36447,49410,55087,37871
FL,12,086,"Miami-Dade County, Florida",43129,45586,33103,42237,61134,NA,42817,43283,67930,40499
FL,12,087,"Monroe County, Florida",57290,59105,46275,NA,75192,.,NA,48317,61830,43500
FL,12,089,"Nassau County, Florida",54116,55071,33250,NA,64871,.,NA,36328,55428,53914
FL,12,091,"Okaloosa County, Florida",55880,58718,38208,62670,48704,.,40915,44667,59189,46217
FL,12,093,"Okeechobee County, Florida",35405,35678,28317,NA,51146,.,21111,NA,36042,33452
FL,12,095,"Orange County, Florida",47943,52068,36066,32356,57443,59596,38590,43701,58395,39062
FL,12,097,"Osceola County, Florida",44254,45851,39627,43355,52118,21587,36635,37472,52573,37150
FL,12,099,"Palm Beach County, Florida",53363,56882,37601,45833,71473,48910,46573,45036,60609,42396
FL,12,101,"Pasco County, Florida",45064,44730,45550,38239,70052,NA,42904,46587,44435,46505
FL,12,103,"Pinellas County, Florida",45819,47546,30695,43138,57230,44410,37129,42598,48485,36633
FL,12,105,"Polk County, Florida",43162,45438,31997,45735,62432,NA,35589,34541,47017,38347
FL,12,107,"Putnam County, Florida",31715,34038,20512,21821,NA,.,31210,38176,34705,28316
FL,12,109,"St. Johns County, Florida",66194,67032,42171,76563,116250,53304,64471,57639,67670,50146
FL,12,111,"St. Lucie County, Florida",43459,46015,30826,38885,64583,.,47311,47083,47920,37262
FL,12,113,"Santa Rosa County, Florida",58923,60549,46517,25278,62351,63583,33596,34663,60590,47892
FL,12,115,"Sarasota County, Florida",51766,52680,31037,34410,58659,60278,53356,42269,53443,43207
FL,12,117,"Seminole County, Florida",57010,60254,38754,46875,70719,60885,32414,43588,62565,42922
FL,12,119,"Sumter County, Florida",50350,51247,23750,53350,NA,.,NA,46552,51728,31006
FL,12,121,"Suwannee County, Florida",36289,38041,23000,NA,NA,.,NA,50592,39401,23333
FL,12,123,"Taylor County, Florida",36181,38511,29341,17067,.,.,.,29716,38136,41659
FL,12,125,"Union County, Florida",39163,40244,28516,86071,NA,.,.,.,40029,NA
FL,12,127,"Volusia County, Florida",41117,43139,25982,31767,50705,NA,29080,31128,43685,34411
FL,12,129,"Wakulla County, Florida",50340,49726,55511,.,.,.,.,NA,49707,NA
FL,12,131,"Walton County, Florida",44966,46422,27813,NA,66528,.,NA,32727,46512,43370
FL,12,133,"Washington County, Florida",38970,40368,28095,NA,.,.,.,NA,40353,NA
GA,13,001,"Appling County, Georgia",37135,39981,26130,.,NA,.,.,.,43015,30907
GA,13,003,"Atkinson County, Georgia",30933,34130,24598,.,.,.,25761,NA,37844,24009
GA,13,005,"Bacon County, Georgia",37162,42561,20302,.,34706,.,83594,11667,43125,42802
GA,13,007,"Baker County, Georgia",44297,51538,26806,.,.,.,.,.,51346,.
GA,13,009,"Baldwin County, Georgia",32460,39592,22906,NA,39524,.,NA,24479,39843,NA
GA,13,011,"Banks County, Georgia",41472,41609,34342,.,36146,.,15938,65313,42052,29375
GA,13,013,"Barrow County, Georgia",52012,53176,38643,NA,69886,.,42763,52500,54465,41034
GA,13,015,"Bartow County, Georgia",48893,51065,37979,56190,56094,.,31750,NA,51908,33259
GA,13,017,"Ben Hill County, Georgia",29994,38830,18397,.,.,.,36304,33611,40014,26005
GA,13,019,"Berrien County, Georgia",31835,34538,26063,NA,NA,.,20694,29792,34555,29643
GA,13,021,"Bibb County, Georgia",36519,52978,25620,NA,62300,.,NA,40048,54400,27026
GA,13,023,"Bleckley County, Georgia",38991,46932,17738,.,.,.,.,.,46932,NA
GA,13,025,"Brantley County, Georgia",37206,37212,29861,.,.,.,.,.,37217,.
GA,13,027,"Brooks County, Georgia",32663,41641,19521,.,.,.,NA,45875,42846,16801
GA,13,029,"Bryan County, Georgia",63327,64884,54306,.,37857,.,NA,61219,64601,60219
GA,13,031,"Bulloch County, Georgia",36032,41190,25995,.,48967,.,35035,NA,41367,28125
GA,13,033,"Burke County, Georgia",33641,49398,19626,.,48438,.,28438,NA,49066,31736
GA,13,035,"Butts County, Georgia",41667,50384,30746,.,.,.,2499,NA,48947,124485
GA,13,037,"Calhoun County, Georgia",25513,40486,21366,.,.,.,.,.,41597,NA
GA,13,039,"Camden County, Georgia",52473,58940,38130,40250,87538,.,NA,42375,58114,63529
GA,13,043,"Candler County, Georgia",30185,34518,22307,.,NA,.,NA,.,35310,NA
GA,13,045,"Carroll County, Georgia",43586,46792,32268,NA,30882,.,31731,28786,47233,27139
GA,13,047,"Catoosa County, Georgia",50876,50819,49981,NA,55652,.,NA,63563,50805,46985
GA,13,049,"Charlton County, Georgia",42778,41929,46875,.,.,.,.,.,41571,46316
GA,13,051,"Chatham County, Georgia",47218,55466,34807,NA,51606,NA,41424,61563,56142,41630
GA,13,053,"Chattahoochee County, Georgia",43378,44877,36895,.,NA,.,38375,29267,45208,39677
GA,13,055,"Chattooga County, Georgia",32913,33927,22219,.,NA,.,29702,41818,33831,38750
GA,13,057,"Cherokee County, Georgia",68926,70839,67347,NA,61196,.,37582,54427,71932,41363
GA,13,059,"Clarke County, Georgia",32162,37856,24395,NA,33598,.,27358,29571,38877,27375
GA,13,061,"Clay County, Georgia",20438,41359,14797,.,.,.,.,.,41630,.
GA,13,063,"Clayton County, Georgia",40938,38499,41967,25700,41626,.,30522,31042,40000,34582
GA,13,065,"Clinch County, Georgia",24015,36016,12905,.,.,.,.,NA,36211,2499
GA,13,067,"Cobb County, Georgia",65873,75041,50341,34120,84976,70375,39165,55330,77561,42816
GA,13,069,"Coffee County, Georgia",33965,37395,23251,35083,45466,.,32845,33603,37689,26505
GA,13,071,"Colquitt County, Georgia",32409,38286,22201,38482,NA,.,32397,25926,39956,31474
GA,13,073,"Columbia County, Georgia",71021,72414,62171,NA,87164,.,56518,72008,73422,52962
GA,13,075,"Cook County, Georgia",35683,41234,26307,38571,.,.,29878,24044,43343,30956
GA,13,077,"Coweta County, Georgia",62461,66660,40190,250001,68958,.,48047,70761,67896,38823
GA,13,079,"Crawford County, Georgia",41825,44298,28682,.,.,.,.,81146,44490,NA
GA,13,081,"Crisp County, Georgia",31615,47089,17637,.,NA,.,.,44615,46403,52893
GA,13,083,"Dade County, Georgia",46434,47377,.,.,.,.,.,21818,47152,NA
GA,13,085,"Dawson County, Georgia",56943,57078,.,NA,.,.,NA,NA,57600,42721
GA,13,087,"Decatur County, Georgia",31284,38125,22021,55417,NA,.,51494,44375,38429,50427
GA,13,089,"DeKalb County, Georgia",51376,73219,42048,41875,53266,43846,31930,40582,77956,36789
GA,13,091,"Dodge County, Georgia",34271,41636,26994,.,NA,.,19056,NA,41978,17806
GA,13,093,"Dooly County, Georgia",28696,30847,22813,.,.,.,39021,25938,30746,38223
GA,13,095,"Dougherty County, Georgia",32084,50469,26399,NA,NA,.,NA,29135,51008,34063
GA,13,097,"Douglas County, Georgia",53881,56579,49904,33500,64697,.,45216,47768,57061,47247
GA,13,099,"Early County, Georgia",31680,44729,20277,.,.,.,2499,NA,44438,2499
GA,13,101,"Echols County, Georgia",32959,34337,NA,.,.,.,NA,.,35742,23459
GA,13,103,"Effingham County, Georgia",63100,67761,40513,.,82661,.,73750,38617,68599,62769
GA,13,105,"Elbert County, Georgia",35388,41173,20120,.,.,.,NA,NA,41224,39097
GA,13,107,"Emanuel County, Georgia",32229,38174,23941,.,2499,.,40026,81382,38133,37156
GA,13,109,"Evans County, Georgia",37865,42868,31389,.,NA,.,21875,.,43235,22131
GA,13,111,"Fannin County, Georgia",37049,37117,.,80192,.,.,.,NA,37254,33889
GA,13,113,"Fayette County, Georgia",79066,78589,80639,65714,78424,.,NA,105104,80424,51544
GA,13,115,"Floyd County, Georgia",41549,46211,26090,NA,48675,.,36096,36458,46899,31492
GA,13,117,"Forsyth County, Georgia",88816,87872,74545,80913,117064,.,46545,70577,90163,49496
GA,13,119,"Franklin County, Georgia",33816,35323,23000,.,NA,.,30217,26111,35429,26964
GA,13,121,"Fulton County, Georgia",57207,84666,36030,32048,93780,62266,33759,49588,89335,43655
GA,13,123,"Gilmer County, Georgia",40228,40731,NA,148125,151250,.,NA,35536,41330,27931
GA,13,125,"Glascock County, Georgia",40759,44875,19514,.,.,.,.,.,44875,.
GA,13,127,"Glynn County, Georgia",45918,55254,26347,26397,40769,.,NA,53333,55374,47688
GA,13,129,"Gordon County, Georgia",41612,42847,25995,NA,52500,.,18472,26563,44397,32918
GA,13,131,"Grady County, Georgia",34187,41419,19654,NA,.,.,16230,NA,41850,17961
GA,13,133,"Greene County, Georgia",42408,57795,22827,.,49044,.,NA,48426,59750,20473
GA,13,135,"Gwinnett County, Georgia",60289,69649,52203,47143,57135,48750,36079,53000,75411,38924
GA,13,137,"Habersham County, Georgia",40907,41470,30000,58750,44028,.,28106,41691,42543,34929
GA,13,139,"Hall County, Georgia",51202,53476,33260,NA,53400,.,37109,61250,58281,39501
GA,13,141,"Hancock County, Georgia",24925,37994,22083,.,.,.,.,.,37994,.
GA,13,143,"Haralson County, Georgia",41910,42532,32054,2499,36429,.,.,NA,42532,.
GA,13,145,"Harris County, Georgia",63824,74078,31464,.,95139,.,.,92400,73697,103902
GA,13,147,"Hart County, Georgia",37653,39567,24020,.,NA,.,50531,.,40029,35610
GA,13,149,"Heard County, Georgia",41525,42512,29650,13750,.,.,.,NA,42549,18542
GA,13,151,"Henry County, Georgia",60424,62010,58448,NA,72840,.,34214,55724,62733,46703
GA,13,153,"Houston County, Georgia",53270,58985,41191,28500,52375,.,52846,35582,58601,53719
GA,13,155,"Irwin County, Georgia",34156,42619,22332,.,.,.,.,.,42708,.
GA,13,157,"Jackson County, Georgia",53379,54911,31625,47974,58750,.,48083,50185,55396,47549
GA,13,159,"Jasper County, Georgia",42368,43550,38393,.,.,.,.,75272,44284,NA
GA,13,161,"Jeff Davis County, Georgia",36385,37822,20357,.,.,.,21755,NA,38643,29866
GA,13,163,"Jefferson County, Georgia",26557,41547,17467,55833,.,.,NA,27500,42365,15608
GA,13,165,"Jenkins County, Georgia",24604,29552,19763,.,.,.,.,.,30878,NA
GA,13,167,"Johnson County, Georgia",34438,40158,16637,.,.,.,.,.,40158,.
GA,13,169,"Jones County, Georgia",51857,56293,38529,.,NA,.,.,NA,56087,86806
GA,13,171,"Lamar County, Georgia",40344,47421,20448,.,.,.,.,55481,48060,36146
GA,13,173,"Lanier County, Georgia",37605,44768,16422,.,.,.,.,.,45268,36625
GA,13,175,"Laurens County, Georgia",32356,38798,20954,.,NA,.,.,28633,38833,37019
GA,13,177,"Lee County, Georgia",61537,64484,51638,.,50833,.,NA,73750,64869,NA
GA,13,179,"Liberty County, Georgia",42201,44140,40170,35694,45833,29205,51228,36382,44022,43938
GA,13,181,"Lincoln County, Georgia",34243,36931,27500,.,.,.,.,.,37028,.
GA,13,183,"Long County, Georgia",48863,51000,41222,18813,.,.,24423,74443,51644,29259
GA,13,185,"Lowndes County, Georgia",36834,45193,24116,103971,29704,.,21843,34375,45886,27230
GA,13,187,"Lumpkin County, Georgia",43804,44625,NA,NA,.,.,40804,47898,44587,43571
GA,13,189,"McDuffie County, Georgia",36656,50554,22130,.,.,.,.,NA,51265,17679
GA,13,191,"McIntosh County, Georgia",42988,50587,27511,.,.,.,.,.,50359,55948
GA,13,193,"Macon County, Georgia",28684,41875,17660,.,56645,.,NA,.,42852,NA
GA,13,195,"Madison County, Georgia",41912,42850,30750,45750,NA,.,NA,62717,43094,28886
GA,13,197,"Marion County, Georgia",36242,39266,26210,.,.,.,248026,NA,39620,223750
GA,13,199,"Meriwether County, Georgia",35832,44852,24829,.,.,.,2499,NA,45042,NA
GA,13,201,"Miller County, Georgia",33983,42076,17279,.,.,.,.,.,42076,.
GA,13,205,"Mitchell County, Georgia",31915,39833,25763,.,.,.,25833,NA,39479,28929
GA,13,207,"Monroe County, Georgia",48744,54655,22596,.,NA,.,NA,.,54167,58958
GA,13,209,"Montgomery County, Georgia",34672,38542,25243,.,.,.,40724,NA,38604,36250
GA,13,211,"Morgan County, Georgia",51820,58421,32572,.,.,.,21827,135938,58224,NA
GA,13,213,"Murray County, Georgia",35539,35208,NA,.,.,.,50536,34904,34699,48656
GA,13,215,"Muscogee County, Georgia",42306,53668,32351,61741,62361,NA,37716,35778,53944,39164
GA,13,217,"Newton County, Georgia",49179,51827,46070,31875,62557,.,47063,44203,52682,41530
GA,13,219,"Oconee County, Georgia",72182,73102,42399,250001,130643,.,63125,26563,75006,50724
GA,13,221,"Oglethorpe County, Georgia",44226,49177,24881,.,NA,.,39531,140250,49161,40464
GA,13,223,"Paulding County, Georgia",60109,60992,57598,60068,48077,.,46797,82396,61253,52163
GA,13,225,"Peach County, Georgia",41588,54362,32062,.,NA,.,26875,68750,56607,26215
GA,13,227,"Pickens County, Georgia",54123,54863,NA,.,NA,.,.,56458,54444,NA
GA,13,229,"Pierce County, Georgia",40247,43400,15809,.,.,.,NA,8561,43374,34655
GA,13,231,"Pike County, Georgia",51338,53792,32500,.,.,.,.,.,53877,NA
GA,13,233,"Polk County, Georgia",37853,39732,28987,.,37756,.,53281,24638,39901,51033
GA,13,235,"Pulaski County, Georgia",38750,46435,22250,.,.,.,.,NA,47650,26208
GA,13,237,"Putnam County, Georgia",44299,54436,32725,.,.,.,.,.,55295,27053
GA,13,239,"Quitman County, Georgia",31487,32069,27049,.,.,.,.,.,32069,.
GA,13,241,"Rabun County, Georgia",35211,37178,NA,.,.,.,12581,NA,37233,NA
GA,13,243,"Randolph County, Georgia",28377,45208,22054,.,.,.,.,.,47292,.
GA,13,245,"Richmond County, Georgia",37424,46154,31130,34861,42050,.,35192,40898,46214,43258
GA,13,247,"Rockdale County, Georgia",50455,50519,50814,.,54375,.,46161,34055,52248,34393
GA,13,249,"Schley County, Georgia",39375,48864,20117,.,.,.,.,.,50135,NA
GA,13,251,"Screven County, Georgia",34466,42857,22873,.,.,.,.,.,43929,NA
GA,13,253,"Seminole County, Georgia",34905,42863,21538,.,.,.,.,NA,43468,34398
GA,13,255,"Spalding County, Georgia",40246,48097,24870,42885,36299,.,NA,23000,48896,33025
GA,13,257,"Stephens County, Georgia",40315,42979,23784,.,.,.,.,.,43305,NA
GA,13,259,"Stewart County, Georgia",21118,45833,15295,.,.,.,.,.,46528,.
GA,13,261,"Sumter County, Georgia",32758,46492,22610,.,33952,.,18997,50500,46381,22284
GA,13,263,"Talbot County, Georgia",34078,40513,25156,.,.,.,.,.,39847,62083
GA,13,265,"Taliaferro County, Georgia",26306,33417,23531,.,.,.,.,.,33500,NA
GA,13,267,"Tattnall County, Georgia",33980,40830,18161,.,.,.,22340,26354,41921,24150
